Sales,Quantity,Discount,Profit,Order Date,Month
6.976,4,0.2,1.8312,2016-02-16,2
62.958,3,0.3,-2.6982,2016-02-16,2
5.184,1,0.2,1.8144,2016-02-16,2
31.32,10,0.7,-25.056,2016-12-22,12
11.84,4,0.2,3.108,2016-12-22,12
22.784,1,0.2,4.8416,2016-12-22,12
1127.976,3,0.2,126.8973,2016-02-08,2
38.88,6,0.0,18.6624,2015-07-13,7
779.796,2,0.4,-168.9558,2014-05-18,5
1439.92,8,0.0,374.3792,2017-10-21,10
262.11,1,0.0,62.9064,2017-10-21,10
207.0,3,0.2,25.875,2015-11-05,11
1439.982,3,0.4,-263.9967,2017-08-01,8
36.288,7,0.2,12.7008,2017-08-01,8
21.4,5,0.0,6.206,2014-06-21,6
1245.86,7,0.0,361.2994,2017-02-19,2
17.544,3,0.2,5.9211,2014-08-01,8
44.128,4,0.2,12.1352,2014-08-01,8
62.92,1,0.2,10.2245,2014-08-01,8
78.304,2,0.2,29.364,2014-08-01,8
140.81,1,0.0,39.4268,2016-07-18,7
40.096,4,0.2,13.5324,2015-02-09,2
40.784,2,0.6,-30.588,2015-02-09,2
90.57,3,0.0,11.7741,2017-07-29,7
40.08,6,0.0,19.2384,2017-01-12,1
37.68,2,0.0,15.8256,2017-01-12,1
362.352,3,0.2,27.1764,2017-09-10,9
7.184,2,0.2,2.245,2017-09-10,9
34.76,1,0.0,9.7328,2015-07-20,7
831.2,5,0.0,124.68,2015-07-20,7
26.4,5,0.0,11.88,2015-07-20,7
106.75,7,0.0,49.105,2015-07-20,7
97.82,2,0.0,45.9754,2015-07-20,7
141.4,5,0.0,38.178,2015-07-20,7
14.52,3,0.0,4.7916,2014-06-13,6
127.92,5,0.2,-15.99,2017-05-12,5
34.24,4,0.8,-53.072,2017-05-12,5
137.62,2,0.0,60.5528,2015-09-03,9
100.49,1,0.0,25.1225,2015-09-03,9
257.568,2,0.2,-28.9764,2017-03-26,3
119.96,4,0.0,33.5888,2017-03-26,3
49.632,4,0.2,4.9632,2014-11-12,11
727.45,5,0.5,-465.568,2016-10-13,10
24.96,3,0.2,4.368,2016-10-13,10
370.782,3,0.4,-92.6955,2017-11-12,11
196.45,5,0.0,70.722,2017-04-15,4
31.104,6,0.2,10.8864,2015-06-25,6
78.256,2,0.2,-17.6076,2015-06-25,6
6.48,1,0.0,3.1104,2016-08-26,8
99.2,5,0.0,25.792,2014-07-21,7
801.568,2,0.2,50.098,2014-07-21,7
272.848,1,0.2,27.2848,2014-07-21,7
70.98,1,0.0,20.5842,2017-11-21,11
16.224,2,0.2,5.8812,2014-06-04,6
176.784,1,0.2,-22.098,2016-03-10,3
470.376,3,0.2,47.0376,2017-03-25,3
393.568,4,0.2,-44.2764,2017-12-29,12
302.376,3,0.2,22.6782,2017-12-29,12
68.742,9,0.7,-48.1194,2017-03-28,3
29.34,3,0.0,14.67,2015-03-05,3
383.607,7,0.1,63.9345,2015-03-05,3
563.4,4,0.0,67.608,2015-03-05,3
217.056,7,0.2,78.6828,2016-11-13,11
6.0,2,0.2,2.1,2017-01-19,1
31.56,3,0.0,10.4148,2016-04-22,4
7.104,2,0.2,2.3976,2014-05-13,5
398.352,8,0.7,-331.96,2014-05-13,5
121.792,4,0.2,13.7016,2014-10-21,10
409.59,3,0.4,-122.877,2014-10-21,10
10.56,2,0.0,4.752,2014-03-14,3
3.38,1,0.0,1.2506,2014-03-14,3
7.824,1,0.2,2.934,2017-12-22,12
24.784,1,0.2,7.745,2016-11-24,11
34.65,3,0.0,10.395,2017-12-02,12
487.984,2,0.2,152.495,2015-12-31,12
1793.98,2,0.0,843.1706,2017-10-03,10
29.808,2,0.2,10.8054,2014-08-29,8
505.176,4,0.7,-336.784,2014-08-29,8
174.0585,3,0.45,-110.7645,2014-08-29,8
191.88,6,0.0,19.188,2016-06-29,6
14.78,2,0.0,3.9906,2016-08-20,8
5.184,1,0.2,1.8144,2017-10-21,10
478.48,2,0.2,47.848,2017-10-21,10
28.4,2,0.2,6.745,2017-10-21,10
909.12,8,0.0,9.0912,2017-10-21,10
2.952,2,0.7,-2.1648,2016-05-17,5
27.018,6,0.7,-21.6144,2016-05-17,5
136.92,4,0.0,41.076,2015-02-03,2
18.96,2,0.0,8.532,2017-12-18,12
99.39,3,0.0,40.7499,2016-11-15,11
273.896,7,0.2,92.4399,2017-07-03,7
597.132,3,0.4,49.761,2017-07-03,7
149.95,5,0.0,65.978,2014-01-15,1
4.608,2,0.2,1.6704,2017-04-30,4
15.528,3,0.2,4.8525,2017-04-30,4
11.952,3,0.2,3.8844,2017-04-30,4
11.65,5,0.0,3.3785,2015-11-08,11
299.9,2,0.0,74.975,2015-10-30,10
895.92,5,0.2,302.373,2017-08-17,8
462.564,2,0.1,97.6524,2017-08-17,8
15.008,2,0.2,1.5008,2015-10-03,10
863.64,9,0.2,107.955,2016-07-08,7
47.616,3,0.2,3.5712,2016-07-08,7
92.94,3,0.0,41.823,2017-12-05,12
199.98,2,0.0,69.993,2017-03-09,3
177.48,3,0.2,19.9665,2016-06-09,6
88.768,2,0.2,31.0688,2017-11-28,11
6.48,1,0.0,3.1104,2017-03-16,3
46.51,1,0.0,1.8604,2017-03-16,3
659.976,3,0.2,49.4982,2017-03-16,3
271.992,1,0.2,23.7993,2016-11-27,11
145.74,3,0.0,23.3184,2017-08-06,8
15.4,5,0.0,7.392,2017-08-06,8
244.55,5,0.0,114.9385,2017-11-27,11
166.16,8,0.0,59.8176,2017-11-27,11
14.73,3,0.0,4.8609,2015-05-25,5
19.968,2,0.7,-13.312,2016-07-08,7
33.488,7,0.2,-1.2558,2016-07-08,7
8.736,4,0.7,-6.1152,2016-07-08,7
662.88,3,0.2,74.574,2016-07-08,7
47.36,4,0.2,17.76,2017-08-29,8
27.44,2,0.2,2.401,2017-08-29,8
3.24,9,0.8,-5.184,2017-08-29,8
95.968,4,0.2,26.3912,2016-06-20,6
10.368,2,0.2,3.6288,2016-06-20,6
23.1,2,0.0,6.468,2017-09-02,9
11.54,2,0.0,3.462,2017-09-02,9
254.526,1,0.4,-93.3262,2017-09-02,9
12.98,1,0.0,3.7642,2017-09-02,9
26.432,8,0.2,8.9208,2017-09-02,9
197.97,3,0.0,57.4113,2017-09-02,9
18.9,6,0.0,9.072,2017-09-02,9
1282.41,5,0.1,213.735,2017-09-02,9
4.92,3,0.0,2.214,2017-09-02,9
238.0,2,0.0,38.08,2017-09-02,9
167.97,3,0.0,40.3128,2017-09-02,9
17.12,4,0.0,7.704,2017-09-02,9
16.2,3,0.0,7.776,2017-09-10,9
33.99,3,0.0,14.6157,2017-09-10,9
296.85,5,0.0,53.433,2017-09-10,9
112.8,6,0.0,6.768,2017-09-10,9
13.71,3,0.0,6.5808,2017-09-10,9
24.9,5,0.0,11.703,2017-09-10,9
286.29,3,0.0,17.1774,2017-09-10,9
24.18,2,0.0,7.254,2017-09-10,9
281.97,3,0.0,78.9516,2017-12-21,12
69.5,5,0.0,20.155,2017-12-21,12
166.44,3,0.0,79.8912,2017-12-21,12
291.96,4,0.0,102.186,2017-09-23,9
6.408,3,0.2,0.6408,2017-05-06,5
408.744,7,0.2,76.6395,2017-05-06,5
5.104,4,0.8,-8.6768,2014-12-14,12
2.896,2,0.2,0.4706,2014-12-14,12
35.016,3,0.2,-2.1885,2014-12-14,12
275.97,3,0.0,11.0388,2014-10-18,10
1394.95,5,0.0,362.687,2014-10-18,10
545.88,6,0.0,70.9644,2014-10-18,10
5.248,2,0.2,0.5904,2015-05-08,5
933.536,4,0.2,105.0228,2016-04-14,4
42.976,4,0.2,4.2976,2016-04-14,4
3.76,2,0.0,1.8048,2015-12-14,12
479.96,4,0.0,134.3888,2014-12-03,12
320.88,6,0.0,93.0552,2014-11-25,11
23.88,3,0.0,10.5072,2014-11-25,11
26.76,4,0.0,12.3096,2014-11-25,11
1439.976,4,0.4,191.9968,2016-07-25,7
17.22,3,0.0,7.9212,2015-11-09,11
1024.38,7,0.0,215.1198,2015-11-09,11
26.22,3,0.0,12.3234,2015-11-09,11
17.34,3,0.0,8.4966,2015-11-09,11
4.956,4,0.7,-3.7996,2017-02-24,2
71.04,6,0.2,26.64,2017-06-25,6
5.344,2,0.2,0.7348,2017-06-25,6
11.304,3,0.2,-2.1195,2017-06-25,6
294.62,5,0.8,-766.012,2017-12-02,12
8.752,4,0.6,-3.7196,2017-12-02,12
15.0,4,0.0,7.2,2014-02-06,2
161.61,1,0.0,42.0186,2014-02-06,2
144.95,5,0.0,42.0355,2014-02-06,2
199.95,5,0.0,21.9945,2017-04-11,4
41.86,7,0.0,14.2324,2017-04-11,4
95.94,3,0.0,9.594,2017-12-25,12
304.45,5,0.0,76.1125,2017-12-25,12
11.364,3,0.8,-17.046,2017-04-11,4
29.68,7,0.0,11.5752,2014-12-31,12
47.53,7,0.0,16.1602,2014-12-31,12
183.372,2,0.3,-36.6744,2017-08-03,8
4.224,3,0.2,0.4752,2014-11-15,11
333.056,2,0.2,29.1424,2014-11-15,11
24.896,4,0.2,7.78,2014-11-15,11
159.984,2,0.2,35.9964,2015-12-11,12
46.344,3,0.2,4.6344,2015-12-11,12
350.98,1,0.0,84.2352,2016-09-18,9
13.08,2,0.0,6.0168,2016-09-18,9
900.08,4,0.0,117.0104,2016-09-18,9
17.568,2,0.2,6.3684,2015-03-19,3
14.62,2,0.0,6.8714,2015-03-19,3
33.36,4,0.0,8.6736,2015-03-19,3
40.14,6,0.0,19.6686,2015-03-19,3
1606.23,9,0.0,481.869,2016-09-19,9
17.04,3,0.0,7.668,2016-09-19,9
49.53,3,0.0,23.7744,2016-09-19,9
872.32,4,0.0,244.2496,2016-09-19,9
239.12,5,0.2,77.714,2017-08-20,8
141.96,2,0.0,39.7488,2015-03-13,3
33.024,2,0.2,11.5584,2016-09-08,9
67.136,4,0.2,23.4976,2016-09-08,9
14.73,3,0.0,6.9231,2015-11-26,11
104.9,5,0.0,25.176,2015-11-26,11
61.04,4,0.0,30.52,2015-11-26,11
10.95,3,0.0,5.1465,2015-11-26,11
9.392,2,0.2,3.2872,2016-12-09,12
9.328,1,0.2,0.8162,2016-12-09,12
8.26,2,0.0,3.8822,2017-09-25,9
269.97,3,0.0,51.2943,2017-09-25,9
29.04,3,0.0,13.9392,2015-01-23,1
14.62,2,0.0,6.8714,2015-01-23,1
11.952,3,0.2,4.3326,2015-06-18,6
4.536,7,0.7,-3.3264,2015-06-18,6
9.156,2,0.7,-6.104,2015-06-18,6
75.36,5,0.2,20.724,2015-06-18,6
57.504,6,0.2,20.1264,2015-10-02,10
38.864,7,0.2,7.7728,2017-11-18,11
15.552,3,0.2,5.4432,2014-08-17,8
162.64,2,0.0,45.5392,2016-07-17,7
597.0,3,0.0,280.59,2016-07-17,7
55.48,1,0.0,26.6304,2016-07-17,7
289.8,7,0.2,36.225,2015-07-11,7
2.502,3,0.7,-2.0016,2015-07-11,7
6.48,4,0.7,-4.752,2015-07-11,7
341.488,8,0.3,-73.176,2015-07-11,7
11.12,5,0.2,0.834,2015-07-11,7
25.344,6,0.2,3.4848,2015-07-11,7
17.31,3,0.0,5.193,2016-12-01,12
199.95,5,0.0,63.984,2017-12-22,12
1586.69,7,0.0,412.5394,2017-12-22,12
84.99,1,0.0,30.5964,2017-12-22,12
411.8,2,0.0,70.006,2017-12-22,12
11.34,3,0.0,5.2164,2014-10-31,10
80.3,5,0.0,20.878,2014-10-31,10
15.968,2,0.2,5.3892,2014-10-31,10
64.74,13,0.0,30.4278,2014-10-31,10
19.296,3,0.2,6.03,2014-10-31,10
405.64,4,0.0,12.1692,2014-10-31,10
146.352,3,0.2,-9.147,2014-10-31,10
251.91,9,0.0,47.8629,2014-10-31,10
12.39,3,0.0,3.717,2014-10-31,10
199.96,4,0.0,69.986,2015-04-13,4
710.832,3,0.2,-97.7394,2015-04-13,4
1.941,1,0.7,-1.294,2016-07-21,7
283.92,5,0.2,-46.137,2017-11-20,11
7.312,2,0.2,2.5592,2016-11-26,11
59.97,3,0.0,13.7931,2017-11-07,11
761.544,7,0.2,66.6351,2017-11-07,11
58.2,3,0.0,28.518,2014-12-01,12
39.9,5,0.0,19.95,2017-09-12,9
90.86,7,0.0,26.3494,2017-09-12,9
94.85,5,0.0,45.528,2017-09-12,9
106.232,7,0.2,37.1812,2015-12-24,12
111.984,2,0.2,11.1984,2015-12-24,12
7.712,2,0.2,1.7352,2015-12-24,12
37.44,6,0.0,16.848,2017-02-23,2
23.68,2,0.2,8.88,2014-11-23,11
122.12,4,0.0,56.1752,2016-06-23,6
18.45,5,0.0,8.6715,2016-06-23,6
324.9,5,0.0,38.988,2016-06-23,6
146.73,3,0.0,68.9631,2016-06-23,6
3.96,2,0.0,1.4652,2016-06-23,6
5.76,2,0.0,2.6496,2015-10-26,10
26.55,3,0.0,13.0095,2017-07-15,7
310.443,3,0.3,-48.7839,2017-07-15,7
479.9,5,0.0,81.583,2014-11-17,11
12.88,1,0.0,0.3864,2015-04-13,4
13.12,5,0.2,1.476,2015-11-25,11
511.84,8,0.0,240.5648,2016-05-15,5
91.96,4,0.0,25.7488,2016-05-15,5
8.34,3,0.0,2.1684,2016-05-15,5
37.68,3,0.2,2.355,2017-09-07,9
279.944,7,0.2,80.4839,2017-09-07,9
636.408,3,0.2,-15.9102,2014-03-10,3
83.168,4,0.2,9.3564,2014-03-10,3
259.136,4,0.2,-25.9136,2014-07-18,7
221.92,4,0.0,106.5216,2017-03-24,3
26.0,2,0.0,11.7,2017-03-24,3
15.552,3,0.2,5.4432,2014-09-30,9
0.876,1,0.8,-1.4016,2014-09-26,9
19.98,1,0.0,9.3906,2015-10-31,10
398.352,3,0.2,124.485,2015-10-31,10
5.04,3,0.0,1.26,2015-10-31,10
17.45,5,0.0,8.027,2015-10-31,10
323.136,4,0.2,20.196,2015-10-31,10
29.7,3,0.0,8.019,2015-10-31,10
1295.84,4,0.2,145.782,2015-10-31,10
46.84,2,0.0,12.6468,2015-10-31,10
425.833,1,0.15,20.0392,2015-10-31,10
209.67,1,0.4,-13.978,2015-10-12,10
159.88,7,0.0,73.5448,2016-09-19,9
5.28,1,0.0,2.376,2017-04-13,4
895.92,5,0.2,302.373,2017-04-13,4
2.808,3,0.7,-1.9656,2017-01-07,1
215.976,3,0.2,-2.6997,2017-11-09,11
241.96,2,0.0,41.1332,2017-09-22,9
27.72,9,0.0,13.3056,2017-09-22,9
104.68,5,0.2,35.3295,2017-12-01,12
62.958,7,0.4,9.4437,2017-12-01,12
86.376,3,0.2,1.0797,2014-06-23,6
64.944,3,0.2,6.4944,2015-10-04,10
20.736,4,0.2,7.2576,2015-10-04,10
33.28,4,0.0,9.3184,2014-05-20,5
38.52,9,0.0,11.9412,2014-05-20,5
139.86,7,0.0,60.1398,2014-05-20,5
19.65,3,0.0,9.039,2015-11-20,11
152.991,3,0.7,-122.3928,2015-11-30,11
10.584,7,0.2,-2.3814,2015-11-30,11
94.92,4,0.4,15.82,2015-11-30,11
14.76,5,0.6,-11.439,2015-12-31,12
3.656,4,0.8,-5.8496,2015-12-31,12
146.82,3,0.0,73.41,2017-11-16,11
149.544,9,0.2,50.4711,2014-06-06,6
17.14,2,0.0,4.4564,2014-06-06,6
991.764,3,0.4,-347.1174,2014-06-06,6
30.48,6,0.2,9.906,2016-09-01,9
23.988,2,0.4,-4.7976,2016-09-01,9
16.688,7,0.2,5.4236,2016-09-01,9
422.058,3,0.3,-18.0882,2016-06-25,6
38.088,4,0.7,-27.9312,2016-06-25,6
254.352,6,0.2,-50.8704,2016-06-25,6
43.31,1,0.0,4.331,2014-12-12,12
84.95,5,0.0,22.087,2017-03-31,3
233.058,3,0.3,-53.2704,2017-11-19,11
111.79,7,0.0,43.5981,2014-11-24,11
14.94,3,0.0,7.0218,2015-11-22,11
14.16,2,0.2,5.133,2016-07-14,7
22.608,3,0.6,-10.1736,2016-04-30,4
21.48,6,0.0,10.74,2016-07-25,7
501.81,3,0.0,0.0,2014-06-22,6
161.94,3,0.0,9.7164,2014-06-22,6
17.856,4,0.2,2.0088,2017-10-21,10
8.808,3,0.8,-14.9736,2016-09-03,9
79.384,1,0.2,29.769,2016-05-14,5
34.58,1,0.0,10.0282,2016-01-07,1
314.55,3,0.0,150.984,2017-03-13,3
191.976,3,0.2,23.997,2016-10-13,10
8.288,2,0.2,3.0044,2016-10-13,10
139.92,5,0.6,-150.414,2016-10-13,10
15.872,1,0.2,1.1904,2016-10-13,10
6.286,7,0.8,-11.0005,2016-10-13,10
14.016,3,0.2,1.752,2017-01-27,1
71.976,3,0.2,-8.997,2017-01-27,1
107.982,3,0.4,-26.9955,2017-01-27,1
305.312,2,0.3,-8.7232,2017-11-19,11
19.752,3,0.2,6.9132,2014-08-01,8
9.264,3,0.8,-13.896,2016-07-30,7
61.792,4,0.2,6.1792,2015-07-30,7
45.68,2,0.0,21.0128,2016-10-15,10
60.12,9,0.0,28.8576,2016-10-15,10
41.72,5,0.2,13.0375,2016-10-15,10
71.6,8,0.0,32.936,2016-10-15,10
85.232,7,0.2,30.8966,2016-05-07,5
44.4,3,0.0,22.2,2016-05-07,5
442.764,4,0.1,59.0352,2016-05-07,5
3999.95,5,0.0,1159.9855,2016-05-07,5
199.95,5,0.0,21.9945,2016-05-07,5
63.68,8,0.0,28.0192,2016-05-07,5
54.896,2,0.2,18.5274,2017-08-01,8
29.0,2,0.0,7.25,2016-07-14,7
70.08,6,0.0,35.04,2017-08-10,8
121.3,2,0.0,25.473,2017-08-10,8
1454.49,9,0.0,378.1674,2017-08-10,8
60.81,3,0.0,17.0268,2016-06-25,6
153.552,3,0.2,51.8238,2016-12-10,12
65.34,3,0.0,22.869,2016-12-10,12
123.92,4,0.0,55.764,2016-12-10,12
35.1,3,0.0,12.285,2016-12-10,12
44.75,5,0.0,8.5025,2016-12-10,12
4.704,2,0.2,0.4116,2016-12-01,12
14.67,3,0.0,3.9609,2014-11-28,11
15.552,3,0.2,5.4432,2015-03-28,3
5.232,1,0.2,1.7004,2015-03-28,3
22.2,6,0.0,9.102,2014-06-01,6
881.93,7,0.0,229.3018,2014-06-01,6
6.096,2,0.2,2.1336,2015-09-06,9
191.82,3,0.0,74.8098,2015-09-06,9
20.104,1,0.2,1.7591,2015-06-29,6
67.56,3,0.2,8.445,2016-09-10,9
29.932,7,0.8,-46.3946,2014-07-14,7
38.272,4,0.2,3.8272,2014-07-14,7
16.52,4,0.0,7.5992,2015-08-22,8
832.93,7,0.0,233.2204,2014-11-14,11
43.8,10,0.0,21.024,2014-11-14,11
167.292,6,0.1,29.7408,2016-11-27,11
27.42,1,0.0,11.2422,2017-11-21,11
1.44,1,0.2,0.504,2017-10-01,10
61.776,13,0.2,20.8494,2017-10-01,10
241.96,2,0.0,60.49,2017-10-01,10
108.608,4,0.2,9.5032,2017-10-01,10
2.816,2,0.2,0.9856,2014-09-20,9
9.984,4,0.2,3.6192,2017-07-28,7
14.98,1,0.0,4.1944,2017-07-28,7
1145.6,4,0.2,100.24,2017-07-28,7
485.94,2,0.4,-89.089,2015-12-06,12
37.376,8,0.2,4.672,2015-12-06,12
70.686,1,0.3,-24.2352,2015-12-06,12
54.816,3,0.2,17.8152,2017-07-31,7
72.294,1,0.7,-98.8018,2016-03-19,3
2.896,2,0.2,0.4706,2017-07-29,7
124.792,1,0.2,15.599,2017-07-29,7
330.588,1,0.4,-115.7058,2016-10-01,10
673.568,2,0.2,252.588,2014-03-31,3
52.98,2,0.0,14.8344,2014-03-31,3
526.45,5,0.0,31.587,2017-06-26,6
228.92,5,0.2,14.3075,2017-07-09,7
319.968,4,0.2,35.9964,2015-12-14,12
205.03,7,0.0,67.6599,2017-12-05,12
190.86,2,0.0,11.4516,2015-09-15,9
24.32,8,0.0,8.2688,2015-09-15,9
44.4,5,0.0,12.432,2016-07-15,7
44.4,2,0.6,-52.17,2017-04-20,4
1016.792,1,0.2,381.297,2016-11-15,11
38.136,7,0.2,13.3476,2016-11-15,11
494.982,3,0.4,-115.4958,2016-11-26,11
56.56,2,0.0,15.2712,2017-11-21,11
5.56,2,0.0,1.4456,2017-11-21,11
9.02,2,0.0,3.5178,2017-11-21,11
8.62,1,0.0,2.2412,2017-11-21,11
659.976,3,0.2,49.4982,2017-11-21,11
13.36,2,0.0,6.4128,2015-02-15,2
41.72,5,0.2,13.0375,2015-02-15,2
11.52,5,0.2,4.176,2015-02-15,2
541.44,6,0.0,157.0176,2015-02-15,2
19.44,3,0.0,9.3312,2015-02-15,2
143.7,3,0.0,68.976,2016-04-15,4
43.26,3,0.0,14.2758,2015-09-28,9
43.56,2,0.0,15.246,2015-09-28,9
437.85,3,0.0,131.355,2016-09-17,9
109.48,2,0.0,33.9388,2016-09-17,9
1212.96,7,0.2,90.972,2017-06-16,6
18.54,2,0.0,8.7138,2017-06-16,6
5.0,1,0.0,2.4,2015-11-08,11
371.97,3,0.0,66.9546,2015-11-08,11
166.24,1,0.0,24.936,2015-12-18,12
359.97,3,0.0,79.1934,2017-02-06,2
499.98,2,0.0,114.9954,2016-11-14,11
5.28,1,0.0,2.376,2016-11-14,11
8.26,2,0.0,3.8822,2016-11-14,11
7.968,2,0.2,2.6892,2017-10-12,10
12.96,2,0.0,6.3504,2017-09-17,9
6.48,1,0.0,3.1104,2017-12-20,12
6.984,1,0.2,2.3571,2017-12-20,12
47.96,5,0.2,4.1965,2017-12-02,12
199.74,6,0.0,47.9376,2015-09-21,9
435.26,7,0.0,95.7572,2015-03-06,3
1119.984,2,0.2,377.9946,2015-03-06,3
143.432,1,0.2,3.5858,2014-10-03,10
122.352,3,0.2,13.7646,2014-10-03,10
306.2,5,0.0,0.0,2014-06-27,6
85.98,1,0.0,22.3548,2014-06-27,6
223.96,4,0.0,53.7504,2014-06-27,6
97.568,2,0.2,-6.098,2017-10-30,10
614.272,8,0.2,-23.0352,2017-10-30,10
199.98,2,0.0,37.9962,2017-10-30,10
48.16,7,0.0,22.1536,2016-09-03,9
23.92,2,0.0,6.6976,2015-03-05,3
60.69,7,0.0,16.3863,2015-03-05,3
14.352,3,0.2,5.2026,2016-05-05,5
35.04,2,0.0,12.264,2017-11-17,11
17.48,5,0.2,1.311,2017-06-01,6
16.4,5,0.0,4.756,2017-06-10,6
892.98,2,0.0,80.3682,2017-01-08,1
287.97,3,0.0,77.7519,2015-04-20,4
595.38,6,0.0,297.69,2015-04-20,4
12.96,2,0.0,6.2208,2015-04-20,4
4.95,1,0.0,1.3365,2015-11-01,11
181.95,3,0.0,38.2095,2017-12-23,12
13.52,4,0.0,6.2192,2015-11-01,11
259.7,5,0.0,106.477,2015-11-01,11
42.95,1,0.0,1.2885,2015-11-01,11
1399.93,7,0.0,601.9699,2015-11-01,11
503.96,4,0.0,125.99,2015-11-01,11
12.72,3,0.0,6.36,2014-11-14,11
11.52,4,0.0,5.6448,2014-11-14,11
316.0,4,0.0,31.6,2016-01-17,1
723.92,4,0.0,188.2192,2017-09-17,9
106.32,3,0.0,49.9704,2017-09-17,9
141.372,2,0.3,-14.1372,2016-12-23,12
27.216,3,0.2,9.8658,2015-08-06,8
390.75,5,0.0,171.93,2017-11-05,11
280.792,1,0.2,35.099,2017-06-11,6
68.448,4,0.2,7.7004,2017-06-11,6
88.04,5,0.2,6.603,2017-06-11,6
15.872,1,0.2,1.984,2017-06-11,6
215.592,3,0.2,-48.5082,2017-06-11,6
14.62,2,0.0,6.8714,2017-07-20,7
416.32,2,0.0,112.4064,2017-07-20,7
43.0,5,0.0,20.21,2017-07-20,7
182.94,3,0.0,27.441,2017-07-20,7
60.83,7,0.0,30.415,2017-07-20,7
389.97,3,0.0,132.5898,2017-07-20,7
194.32,4,0.0,56.3528,2015-12-23,12
265.93,7,0.0,63.8232,2017-03-20,3
94.74,3,0.0,44.5278,2015-12-31,12
60.64,4,0.0,27.8944,2015-12-31,12
76.3,5,0.0,38.15,2015-12-31,12
364.8,12,0.0,167.808,2015-12-31,12
79.872,3,0.2,29.952,2015-09-15,9
46.384,1,0.2,1.1596,2015-09-15,9
12.96,2,0.0,6.2208,2015-09-15,9
14.352,3,0.2,5.2026,2017-09-23,9
547.136,4,0.2,-68.392,2015-12-25,12
41.96,2,0.0,2.9372,2016-09-24,9
41.7,5,0.0,20.85,2016-09-24,9
277.4,5,0.0,133.152,2017-03-21,3
5.78,1,0.0,2.8322,2017-03-21,3
69.216,6,0.2,11.2476,2014-09-30,9
10.86,3,0.0,5.1042,2017-12-10,12
426.79,7,0.0,123.7691,2017-12-10,12
25.92,4,0.0,12.4416,2014-08-23,8
45.92,4,0.0,22.5008,2014-08-23,8
10.72,2,0.2,1.742,2014-08-19,8
41.86,7,0.0,10.465,2016-11-10,11
63.2,5,0.0,23.384,2014-12-31,12
113.97,3,0.0,27.3528,2014-12-31,12
123.552,3,0.2,-29.3436,2014-07-26,7
490.32,9,0.0,137.2896,2016-02-22,2
70.08,5,0.2,24.528,2016-03-13,3
1.272,2,0.8,-2.1624,2016-03-13,3
557.585,5,0.3,0.0,2016-03-13,3
9.024,6,0.2,3.1584,2017-12-02,12
69.456,2,0.2,22.5732,2017-12-02,12
10.86,2,0.0,5.3214,2017-12-02,12
79.47,3,0.0,22.2516,2017-12-02,12
10.08,6,0.0,5.04,2017-12-02,12
1552.831,7,0.15,200.9546,2015-08-31,8
137.24,5,0.2,46.3185,2015-08-31,8
36.51,1,0.0,15.6993,2015-08-31,8
239.976,3,0.2,80.9919,2015-08-31,8
1579.746,7,0.4,-447.5947,2014-03-17,3
1071.576,4,0.4,-553.6476,2014-03-17,3
613.908,3,0.4,-122.7816,2014-03-17,3
34.86,7,0.0,16.3842,2014-03-17,3
155.04,4,0.0,75.9696,2014-03-17,3
13.71,5,0.7,-10.054,2017-04-16,4
127.88,2,0.0,40.9216,2016-03-13,3
160.32,2,0.0,44.8896,2016-03-13,3
46.0,4,0.0,20.7,2016-03-13,3
120.712,1,0.2,-18.1068,2014-11-24,11
23.12,4,0.0,11.3288,2017-02-10,2
532.704,6,0.2,-26.6352,2016-09-23,9
4.912,2,0.2,0.307,2016-09-23,9
252.0,4,0.0,93.24,2017-07-07,7
60.288,8,0.6,-27.1296,2016-07-07,7
2.632,1,0.2,0.8225,2016-07-07,7
23.688,9,0.2,7.6986,2016-07-07,7
253.372,2,0.3,-14.4784,2016-07-07,7
5.67,3,0.0,0.1134,2017-01-24,1
76.776,4,0.7,-58.8616,2014-08-19,8
9.184,2,0.2,1.148,2014-08-19,8
32.75,5,0.0,15.065,2015-12-06,12
7.216,2,0.2,1.7138,2016-05-06,5
49.568,2,0.2,15.49,2016-05-06,5
54.712,7,0.2,11.6263,2016-05-06,5
176.04,4,0.0,45.7704,2017-03-25,3
16.02,9,0.0,4.4856,2017-03-25,3
185.92,4,0.2,62.748,2017-03-25,3
211.168,4,0.2,15.8376,2017-03-25,3
479.984,2,0.2,59.998,2017-03-25,3
7.86,2,0.0,3.6156,2015-12-12,12
24.448,2,0.2,8.8624,2015-12-12,12
6.48,1,0.0,3.1104,2015-12-06,12
41.86,7,0.0,20.5114,2015-12-06,12
1619.91,9,0.0,97.1946,2015-12-06,12
113.92,4,0.0,42.1504,2015-12-06,12
39.68,2,0.0,10.3168,2016-03-17,3
37.6,2,0.0,2.256,2015-11-14,11
59.9,2,0.0,23.96,2015-11-14,11
37.0,5,0.0,16.65,2015-11-14,11
5.76,2,0.0,2.8224,2017-08-14,8
16.68,6,0.0,4.3368,2017-08-14,8
628.81,7,0.0,12.5762,2017-09-09,9
56.45,5,0.0,14.677,2017-09-09,9
94.2,6,0.0,23.55,2017-04-01,4
28.4,5,0.0,13.348,2017-04-01,4
956.6648,7,0.32,-225.0976,2016-09-27,9
1115.91,9,0.0,200.8638,2017-10-07,10
128.744,7,0.2,-28.9674,2017-10-07,10
